"ID","ETR","YFP","TFP","TFP.1"
1,0.112864451138621,3.73758809999748,106.528625410442,1.21494384249793
2,0.139878269054453,2.86116575197105,106.743446695962,1.57988190076633
3,0.116609426961324,2.79171888712805,108.234427705344,0.804006352059207
4,0.094264546919694,4.23954388781118,102.382424077784,1.05655819352739
5,0.107341961802744,3.02884288807519,94.8505804473431,1.09256873708818
6,0.105967528556005,3.04259530801578,92.775065801348,0.673446911422474
7,0.120225973465949,2.38878830108241,99.5944257583576,1.3610298302313
8,0.101276946947037,3.19517813725557,96.3778536140314,1.52254326413957
9,0.106602381133113,3.72092301334397,107.544298874828,1.2701341312344
10,0.0818375214062143,2.9828642431265,99.2037335239338,1.94845953453191
11,0.115642356955064,3.15068590109728,97.8701205842469,1.29985869042849
12,0.098798319392871,3.04879537781525,98.8791963761274,1.31278288635376
13,0.0992542268238688,2.64035340839189,91.8341372803607,1.99976291873093
14,0.10495631285509,3.22091615350175,97.4651462018158,1.11002102617834
15,0.0836502419665774,3.21817423764493,97.8786840362128,1.21657044626434
16,0.104785181739141,2.8534051814404,102.682522188183,1.26345922224751
17,0.102332008167436,2.97331155653153,104.542222518827,0.749072617490518
18,0.0955259393847977,2.44676502960178,103.612664634609,0.961117940931303
19,0.08490694928945,3.81926042840316,100.889197848018,1.11886765023577
20,0.106850485421215,3.1861524732419,100.776126902649,2.10102660954489
